FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"MS, Jackson",2021,MS,Jackson County,28059,All patients,Adjusted Prevalence,"DR, any stage",2.39
"MS, Jasper",2021,MS,Jasper County,28061,All patients,Adjusted Prevalence,"DR, any stage",4.24
"MS, Jefferson",2021,MS,Jefferson County,28063,All patients,Adjusted Prevalence,"DR, any stage",4.7
"MS, Jefferson Davis",2021,MS,Jefferson Davis County,28065,All patients,Adjusted Prevalence,"DR, any stage",4.85
"MS, Jones",2021,MS,Jones County,28067,All patients,Adjusted Prevalence,"DR, any stage",3.44
"MS, Kemper",2021,MS,Kemper County,28069,All patients,Adjusted Prevalence,"DR, any stage",4.77
"MS, Lafayette",2021,MS,Lafayette County,28071,All patients,Adjusted Prevalence,"DR, any stage",2.76
"MS, Lamar",2021,MS,Lamar County,28073,All patients,Adjusted Prevalence,"DR, any stage",2.83
"MS, Lauderdale",2021,MS,Lauderdale County,28075,All patients,Adjusted Prevalence,"DR, any stage",4.46
"MS, Lawrence",2021,MS,Lawrence County,28077,All patients,Adjusted Prevalence,"DR, any stage",3.24
"MS, Leake",2021,MS,Leake County,28079,All patients,Adjusted Prevalence,"DR, any stage",4.37
"MS, Lee",2021,MS,Lee County,28081,All patients,Adjusted Prevalence,"DR, any stage",2.83
"MS, Leflore",2021,MS,Leflore County,28083,All patients,Adjusted Prevalence,"DR, any stage",4.12
"MS, Lincoln",2021,MS,Lincoln County,28085,All patients,Adjusted Prevalence,"DR, any stage",2.57
"MS, Lowndes",2021,MS,Lowndes County,28087,All patients,Adjusted Prevalence,"DR, any stage",4.46
"MS, Madison",2021,MS,Madison County,28089,All patients,Adjusted Prevalence,"DR, any stage",2.47
"MS, Marion",2021,MS,Marion County,28091,All patients,Adjusted Prevalence,"DR, any stage",4.04
"MS, Marshall",2021,MS,Marshall County,28093,All patients,Adjusted Prevalence,"DR, any stage",3.41
"MS, Monroe",2021,MS,Monroe County,28095,All patients,Adjusted Prevalence,"DR, any stage",3.91
"MS, Montgomery",2021,MS,Montgomery County,28097,All patients,Adjusted Prevalence,"DR, any stage",3.82
"MS, Neshoba",2021,MS,Neshoba County,28099,All patients,Adjusted Prevalence,"DR, any stage",5.05
"MS, Newton",2021,MS,Newton County,28101,All patients,Adjusted Prevalence,"DR, any stage",4.49
"MS, Noxubee",2021,MS,Noxubee County,28103,All patients,Adjusted Prevalence,"DR, any stage",6.25
"MS, Oktibbeha",2021,MS,Oktibbeha County,28105,All patients,Adjusted Prevalence,"DR, any stage",2.76
"MS, Panola",2021,MS,Panola County,28107,All patients,Adjusted Prevalence,"DR, any stage",4.48
"MS, Pearl River",2021,MS,Pearl River County,28109,All patients,Adjusted Prevalence,"DR, any stage",4.64
"MS, Perry",2021,MS,Perry County,28111,All patients,Adjusted Prevalence,"DR, any stage",4.43
"MS, Pike",2021,MS,Pike County,28113,All patients,Adjusted Prevalence,"DR, any stage",3.97
"MS, Pontotoc",2021,MS,Pontotoc County,28115,All patients,Adjusted Prevalence,"DR, any stage",3.03
"MS, Prentiss",2021,MS,Prentiss County,28117,All patients,Adjusted Prevalence,"DR, any stage",4.6
"MS, Quitman",2021,MS,Quitman County,28119,All patients,Adjusted Prevalence,"DR, any stage",5.21
"MS, Rankin",2021,MS,Rankin County,28121,All patients,Adjusted Prevalence,"DR, any stage",2.81
"MS, Scott",2021,MS,Scott County,28123,All patients,Adjusted Prevalence,"DR, any stage",3.32
"MS, Sharkey",2021,MS,Sharkey County,28125,All patients,Adjusted Prevalence,"DR, any stage",4.29
"MS, Simpson",2021,MS,Simpson County,28127,All patients,Adjusted Prevalence,"DR, any stage",3.01
"MS, Smith",2021,MS,Smith County,28129,All patients,Adjusted Prevalence,"DR, any stage",3.74
"MS, Stone",2021,MS,Stone County,28131,All patients,Adjusted Prevalence,"DR, any stage",3.49
"MS, Sunflower",2021,MS,Sunflower County,28133,All patients,Adjusted Prevalence,"DR, any stage",6.41
"MS, Tallahatchie",2021,MS,Tallahatchie County,28135,All patients,Adjusted Prevalence,"DR, any stage",4.11
"MS, Tate",2021,MS,Tate County,28137,All patients,Adjusted Prevalence,"DR, any stage",2.75
"MS, Tippah",2021,MS,Tippah County,28139,All patients,Adjusted Prevalence,"DR, any stage",3.41
"MS, Tishomingo",2021,MS,Tishomingo County,28141,All patients,Adjusted Prevalence,"DR, any stage",3.18
"MS, Tunica",2021,MS,Tunica County,28143,All patients,Adjusted Prevalence,"DR, any stage",3.94
"MS, Union",2021,MS,Union County,28145,All patients,Adjusted Prevalence,"DR, any stage",3.28
"MS, Walthall",2021,MS,Walthall County,28147,All patients,Adjusted Prevalence,"DR, any stage",4.49
"MS, Warren",2021,MS,Warren County,28149,All patients,Adjusted Prevalence,"DR, any stage",3.96
"MS, Washington",2021,MS,Washington County,28151,All patients,Adjusted Prevalence,"DR, any stage",4.08
"MS, Wayne",2021,MS,Wayne County,28153,All patients,Adjusted Prevalence,"DR, any stage",4.77
"MS, Webster",2021,MS,Webster County,28155,All patients,Adjusted Prevalence,"DR, any stage",2.65
"MS, Wilkinson",2021,MS,Wilkinson County,28157,All patients,Adjusted Prevalence,"DR, any stage",4.75
"MS, Winston",2021,MS,Winston County,28159,All patients,Adjusted Prevalence,"DR, any stage",4.33
"MS, Yalobusha",2021,MS,Yalobusha County,28161,All patients,Adjusted Prevalence,"DR, any stage",3.45
"MS, Yazoo",2021,MS,Yazoo County,28163,All patients,Adjusted Prevalence,"DR, any stage",4.17
"MO, Adair",2021,MO,Adair County,29001,All patients,Adjusted Prevalence,"DR, any stage",2.48
"MO, Andrew",2021,MO,Andrew County,29003,All patients,Adjusted Prevalence,"DR, any stage",1.71
"MO, Atchison",2021,MO,Atchison County,29005,All patients,Adjusted Prevalence,"DR, any stage",2.13
"MO, Audrain",2021,MO,Audrain County,29007,All patients,Adjusted Prevalence,"DR, any stage",2.75
"MO, Barry",2021,MO,Barry County,29009,All patients,Adjusted Prevalence,"DR, any stage",2.21
"MO, Barton",2021,MO,Barton County,29011,All patients,Adjusted Prevalence,"DR, any stage",3.5
"MO, Bates",2021,MO,Bates County,29013,All patients,Adjusted Prevalence,"DR, any stage",2.59
"MO, Benton",2021,MO,Benton County,29015,All patients,Adjusted Prevalence,"DR, any stage",2.07
"MO, Bollinger",2021,MO,Bollinger County,29017,All patients,Adjusted Prevalence,"DR, any stage",2.37
"MO, Boone",2021,MO,Boone County,29019,All patients,Adjusted Prevalence,"DR, any stage",2.31
"MO, Buchanan",2021,MO,Buchanan County,29021,All patients,Adjusted Prevalence,"DR, any stage",2.1
"MO, Butler",2021,MO,Butler County,29023,All patients,Adjusted Prevalence,"DR, any stage",3.3
"MO, Caldwell",2021,MO,Caldwell County,29025,All patients,Adjusted Prevalence,"DR, any stage",2.2
"MO, Callaway",2021,MO,Callaway County,29027,All patients,Adjusted Prevalence,"DR, any stage",3.35
"MO, Camden",2021,MO,Camden County,29029,All patients,Adjusted Prevalence,"DR, any stage",2.78
"MO, Cape Girardeau",2021,MO,Cape Girardeau County,29031,All patients,Adjusted Prevalence,"DR, any stage",2.15
"MO, Carroll",2021,MO,Carroll County,29033,All patients,Adjusted Prevalence,"DR, any stage",2.17
"MO, Carter",2021,MO,Carter County,29035,All patients,Adjusted Prevalence,"DR, any stage",3.36
"MO, Cass",2021,MO,Cass County,29037,All patients,Adjusted Prevalence,"DR, any stage",2.34
"MO, Cedar",2021,MO,Cedar County,29039,All patients,Adjusted Prevalence,"DR, any stage",3.37
"MO, Chariton",2021,MO,Chariton County,29041,All patients,Adjusted Prevalence,"DR, any stage",3.65
"MO, Christian",2021,MO,Christian County,29043,All patients,Adjusted Prevalence,"DR, any stage",2.65
"MO, Clark",2021,MO,Clark County,29045,All patients,Adjusted Prevalence,"DR, any stage",2.25
"MO, Clay",2021,MO,Clay County,29047,All patients,Adjusted Prevalence,"DR, any stage",2.53
"MO, Clinton",2021,MO,Clinton County,29049,All patients,Adjusted Prevalence,"DR, any stage",2.09
"MO, Cole",2021,MO,Cole County,29051,All patients,Adjusted Prevalence,"DR, any stage",3.64
"MO, Cooper",2021,MO,Cooper County,29053,All patients,Adjusted Prevalence,"DR, any stage",3.08
"MO, Crawford",2021,MO,Crawford County,29055,All patients,Adjusted Prevalence,"DR, any stage",3.78
"MO, Dade",2021,MO,Dade County,29057,All patients,Adjusted Prevalence,"DR, any stage",2.54
"MO, Dallas",2021,MO,Dallas County,29059,All patients,Adjusted Prevalence,"DR, any stage",2.76
"MO, Daviess",2021,MO,Daviess County,29061,All patients,Adjusted Prevalence,"DR, any stage",2.77
"MO, De Kalb",2021,MO,DeKalb County,29063,All patients,Adjusted Prevalence,"DR, any stage",2.18
"MO, Dent",2021,MO,Dent County,29065,All patients,Adjusted Prevalence,"DR, any stage",4.02
"MO, Douglas",2021,MO,Douglas County,29067,All patients,Adjusted Prevalence,"DR, any stage",3.26
"MO, Dunklin",2021,MO,Dunklin County,29069,All patients,Adjusted Prevalence,"DR, any stage",3.81
"MO, Franklin",2021,MO,Franklin County,29071,All patients,Adjusted Prevalence,"DR, any stage",3.5
"MO, Gasconade",2021,MO,Gasconade County,29073,All patients,Adjusted Prevalence,"DR, any stage",3.77
"MO, Gentry",2021,MO,Gentry County,29075,All patients,Adjusted Prevalence,"DR, any stage",1.94
"MO, Greene",2021,MO,Greene County,29077,All patients,Adjusted Prevalence,"DR, any stage",2.67
"MO, Grundy",2021,MO,Grundy County,29079,All patients,Adjusted Prevalence,"DR, any stage",2.04
"MO, Harrison",2021,MO,Harrison County,29081,All patients,Adjusted Prevalence,"DR, any stage",1.68
"MO, Henry",2021,MO,Henry County,29083,All patients,Adjusted Prevalence,"DR, any stage",3.33
"MO, Hickory",2021,MO,Hickory County,29085,All patients,Adjusted Prevalence,"DR, any stage",2.51
"MO, Holt",2021,MO,Holt County,29087,All patients,Adjusted Prevalence,"DR, any stage",2.47
"MO, Howard",2021,MO,Howard County,29089,All patients,Adjusted Prevalence,"DR, any stage",3.72
"MO, Howell",2021,MO,Howell County,29091,All patients,Adjusted Prevalence,"DR, any stage",1.84
"MO, Iron",2021,MO,Iron County,29093,All patients,Adjusted Prevalence,"DR, any stage",2.13
"MO, Jackson",2021,MO,Jackson County,29095,All patients,Adjusted Prevalence,"DR, any stage",2.85
"MO, Jasper",2021,MO,Jasper County,29097,All patients,Adjusted Prevalence,"DR, any stage",2.51
"MO, Jefferson",2021,MO,Jefferson County,29099,All patients,Adjusted Prevalence,"DR, any stage",2.75
"MO, Johnson",2021,MO,Johnson County,29101,All patients,Adjusted Prevalence,"DR, any stage",3.95
"MO, Knox",2021,MO,Knox County,29103,All patients,Adjusted Prevalence,"DR, any stage",3.27
"MO, Laclede",2021,MO,Laclede County,29105,All patients,Adjusted Prevalence,"DR, any stage",2.74
"MO, Lafayette",2021,MO,Lafayette County,29107,All patients,Adjusted Prevalence,"DR, any stage",2.76
"MO, Lawrence",2021,MO,Lawrence County,29109,All patients,Adjusted Prevalence,"DR, any stage",2.62
"MO, Lewis",2021,MO,Lewis County,29111,All patients,Adjusted Prevalence,"DR, any stage",3.24
"MO, Lincoln",2021,MO,Lincoln County,29113,All patients,Adjusted Prevalence,"DR, any stage",3.47
"MO, Linn",2021,MO,Linn County,29115,All patients,Adjusted Prevalence,"DR, any stage",2.44
"MO, Livingston",2021,MO,Livingston County,29117,All patients,Adjusted Prevalence,"DR, any stage",1.89
"MO, Mcdonald",2021,MO,McDonald County,29119,All patients,Adjusted Prevalence,"DR, any stage",2.52
"MO, Macon",2021,MO,Macon County,29121,All patients,Adjusted Prevalence,"DR, any stage",2.52
"MO, Madison",2021,MO,Madison County,29123,All patients,Adjusted Prevalence,"DR, any stage",2.03
"MO, Maries",2021,MO,Maries County,29125,All patients,Adjusted Prevalence,"DR, any stage",3.73
"MO, Marion",2021,MO,Marion County,29127,All patients,Adjusted Prevalence,"DR, any stage",2.85
"MO, Mercer",2021,MO,Mercer County,29129,All patients,Adjusted Prevalence,"DR, any stage",2.65
"MO, Miller",2021,MO,Miller County,29131,All patients,Adjusted Prevalence,"DR, any stage",3.69
"MO, Mississippi",2021,MO,Mississippi County,29133,All patients,Adjusted Prevalence,"DR, any stage",3.83
"MO, Moniteau",2021,MO,Moniteau County,29135,All patients,Adjusted Prevalence,"DR, any stage",3.25
"MO, Monroe",2021,MO,Monroe County,29137,All patients,Adjusted Prevalence,"DR, any stage",3.06
"MO, Montgomery",2021,MO,Montgomery County,29139,All patients,Adjusted Prevalence,"DR, any stage",2.82
"MO, Morgan",2021,MO,Morgan County,29141,All patients,Adjusted Prevalence,"DR, any stage",3.48
"MO, New Madrid",2021,MO,New Madrid County,29143,All patients,Adjusted Prevalence,"DR, any stage",3.19
"MO, Newton",2021,MO,Newton County,29145,All patients,Adjusted Prevalence,"DR, any stage",2.76
"MO, Nodaway",2021,MO,Nodaway County,29147,All patients,Adjusted Prevalence,"DR, any stage",1.95
"MO, Oregon",2021,MO,Oregon County,29149,All patients,Adjusted Prevalence,"DR, any stage",1.94
"MO, Osage",2021,MO,Osage County,29151,All patients,Adjusted Prevalence,"DR, any stage",3.72
"MO, Ozark",2021,MO,Ozark County,29153,All patients,Adjusted Prevalence,"DR, any stage",3.53
"MO, Pemiscot",2021,MO,Pemiscot County,29155,All patients,Adjusted Prevalence,"DR, any stage",3.8
"MO, Perry",2021,MO,Perry County,29157,All patients,Adjusted Prevalence,"DR, any stage",2.43
"MO, Pettis",2021,MO,Pettis County,29159,All patients,Adjusted Prevalence,"DR, any stage",3.04
"MO, Phelps",2021,MO,Phelps County,29161,All patients,Adjusted Prevalence,"DR, any stage",3.79
"MO, Pike",2021,MO,Pike County,29163,All patients,Adjusted Prevalence,"DR, any stage",2.71
"MO, Platte",2021,MO,Platte County,29165,All patients,Adjusted Prevalence,"DR, any stage",2.33
"MO, Polk",2021,MO,Polk County,29167,All patients,Adjusted Prevalence,"DR, any stage",2.83
"MO, Pulaski",2021,MO,Pulaski County,29169,All patients,Adjusted Prevalence,"DR, any stage",4.53
"MO, Putnam",2021,MO,Putnam County,29171,All patients,Adjusted Prevalence,"DR, any stage",2.22
"MO, Ralls",2021,MO,Ralls County,29173,All patients,Adjusted Prevalence,"DR, any stage",2.81
"MO, Randolph",2021,MO,Randolph County,29175,All patients,Adjusted Prevalence,"DR, any stage",4.05
"MO, Ray",2021,MO,Ray County,29177,All patients,Adjusted Prevalence,"DR, any stage",3.22
"MO, Reynolds",2021,MO,Reynolds County,29179,All patients,Adjusted Prevalence,"DR, any stage",2.89
"MO, Ripley",2021,MO,Ripley County,29181,All patients,Adjusted Prevalence,"DR, any stage",3.23
"MO, St Charles",2021,MO,St. Charles County,29183,All patients,Adjusted Prevalence,"DR, any stage",3.35
"MO, St Clair",2021,MO,St. Clair County,29185,All patients,Adjusted Prevalence,"DR, any stage",3.78
"MO, Ste. Genevieve",2021,MO,Ste. Genevieve County,29186,All patients,Adjusted Prevalence,"DR, any stage",3.32
"MO, St Francois",2021,MO,St. Francois County,29187,All patients,Adjusted Prevalence,"DR, any stage",2.26
"MO, St Louis",2021,MO,St. Louis County,29189,All patients,Adjusted Prevalence,"DR, any stage",2.7
"MO, Saline",2021,MO,Saline County,29195,All patients,Adjusted Prevalence,"DR, any stage",2.46
"MO, Schuyler",2021,MO,Schuyler County,29197,All patients,Adjusted Prevalence,"DR, any stage",1.93
"MO, Scotland",2021,MO,Scotland County,29199,All patients,Adjusted Prevalence,"DR, any stage",2.62
"MO, Scott",2021,MO,Scott County,29201,All patients,Adjusted Prevalence,"DR, any stage",2.91
"MO, Shannon",2021,MO,Shannon County,29203,All patients,Adjusted Prevalence,"DR, any stage",2.11
"MO, Shelby",2021,MO,Shelby County,29205,All patients,Adjusted Prevalence,"DR, any stage",2.85
"MO, Stoddard",2021,MO,Stoddard County,29207,All patients,Adjusted Prevalence,"DR, any stage",2.24
"MO, Stone",2021,MO,Stone County,29209,All patients,Adjusted Prevalence,"DR, any stage",2.39
"MO, Sullivan",2021,MO,Sullivan County,29211,All patients,Adjusted Prevalence,"DR, any stage",2.7
"MO, Taney",2021,MO,Taney County,29213,All patients,Adjusted Prevalence,"DR, any stage",3.28
"MO, Texas",2021,MO,Texas County,29215,All patients,Adjusted Prevalence,"DR, any stage",2.41
"MO, Vernon",2021,MO,Vernon County,29217,All patients,Adjusted Prevalence,"DR, any stage",2.15
"MO, Warren",2021,MO,Warren County,29219,All patients,Adjusted Prevalence,"DR, any stage",3.95
"MO, Washington",2021,MO,Washington County,29221,All patients,Adjusted Prevalence,"DR, any stage",2.84
"MO, Wayne",2021,MO,Wayne County,29223,All patients,Adjusted Prevalence,"DR, any stage",2.87
"MO, Webster",2021,MO,Webster County,29225,All patients,Adjusted Prevalence,"DR, any stage",2.57
"MO, Worth",2021,MO,Worth County,29227,All patients,Adjusted Prevalence,"DR, any stage",1.75
"MO, Wright",2021,MO,Wright County,29229,All patients,Adjusted Prevalence,"DR, any stage",2.59
"MO, St Louis City",2021,MO,St. Louis city,29510,All patients,Adjusted Prevalence,"DR, any stage",3.15
"MT, Beaverhead",2021,MT,Beaverhead County,30001,All patients,Adjusted Prevalence,"DR, any stage",1.88
"MT, Big Horn",2021,MT,Big Horn County,30003,All patients,Adjusted Prevalence,"DR, any stage",4.49
"MT, Blaine",2021,MT,Blaine County,30005,All patients,Adjusted Prevalence,"DR, any stage",3.74
"MT, Broadwater",2021,MT,Broadwater County,30007,All patients,Adjusted Prevalence,"DR, any stage",1.69
"MT, Carbon",2021,MT,Carbon County,30009,All patients,Adjusted Prevalence,"DR, any stage",1.84
"MT, Carter",2021,MT,Carter County,30011,All patients,Adjusted Prevalence,"DR, any stage",2.13
"MT, Cascade",2021,MT,Cascade County,30013,All patients,Adjusted Prevalence,"DR, any stage",1.86
"MT, Chouteau",2021,MT,Chouteau County,30015,All patients,Adjusted Prevalence,"DR, any stage",2.04
"MT, Custer",2021,MT,Custer County,30017,All patients,Adjusted Prevalence,"DR, any stage",1.8
"MT, Daniels",2021,MT,Daniels County,30019,All patients,Adjusted Prevalence,"DR, any stage",2.88
"MT, Dawson",2021,MT,Dawson County,30021,All patients,Adjusted Prevalence,"DR, any stage",2.02
"MT, Deer Lodge",2021,MT,Deer Lodge County,30023,All patients,Adjusted Prevalence,"DR, any stage",1.71
"MT, Fallon",2021,MT,Fallon County,30025,All patients,Adjusted Prevalence,"DR, any stage",2.42
"MT, Fergus",2021,MT,Fergus County,30027,All patients,Adjusted Prevalence,"DR, any stage",2.69
"MT, Flathead",2021,MT,Flathead County,30029,All patients,Adjusted Prevalence,"DR, any stage",1.82
"MT, Gallatin",2021,MT,Gallatin County,30031,All patients,Adjusted Prevalence,"DR, any stage",1.79
"MT, Garfield",2021,MT,Garfield County,30033,All patients,Adjusted Prevalence,"DR, any stage",2.26
"MT, Glacier",2021,MT,Glacier County,30035,All patients,Adjusted Prevalence,"DR, any stage",3.73
"MT, Golden Valley",2021,MT,Golden Valley County,30037,All patients,Adjusted Prevalence,"DR, any stage",2.4
"MT, Granite",2021,MT,Granite County,30039,All patients,Adjusted Prevalence,"DR, any stage",1.84
"MT, Hill",2021,MT,Hill County,30041,All patients,Adjusted Prevalence,"DR, any stage",1.88
"MT, Jefferson",2021,MT,Jefferson County,30043,All patients,Adjusted Prevalence,"DR, any stage",2.27
"MT, Judith Basin",2021,MT,Judith Basin County,30045,All patients,Adjusted Prevalence,"DR, any stage",2.81
"MT, Lake",2021,MT,Lake County,30047,All patients,Adjusted Prevalence,"DR, any stage",2.3
"MT, Lewis And Clark",2021,MT,Lewis and Clark County,30049,All patients,Adjusted Prevalence,"DR, any stage",1.79
"MT, Liberty",2021,MT,Liberty County,30051,All patients,Adjusted Prevalence,"DR, any stage",1.75
"MT, Lincoln",2021,MT,Lincoln County,30053,All patients,Adjusted Prevalence,"DR, any stage",1.65
"MT, Mccone",2021,MT,McCone County,30055,All patients,Adjusted Prevalence,"DR, any stage",2.54
"MT, Madison",2021,MT,Madison County,30057,All patients,Adjusted Prevalence,"DR, any stage",1.91
"MT, Meagher",2021,MT,Meagher County,30059,All patients,Adjusted Prevalence,"DR, any stage",2.6
"MT, Mineral",2021,MT,Mineral County,30061,All patients,Adjusted Prevalence,"DR, any stage",2.27
"MT, Missoula",2021,MT,Missoula County,30063,All patients,Adjusted Prevalence,"DR, any stage",1.69
"MT, Musselshell",2021,MT,Musselshell County,30065,All patients,Adjusted Prevalence,"DR, any stage",2.3
"MT, Park",2021,MT,Park County,30067,All patients,Adjusted Prevalence,"DR, any stage",2.17
"MT, Petroleum",2021,MT,Petroleum County,30069,All patients,Adjusted Prevalence,"DR, any stage",2.43
"MT, Phillips",2021,MT,Phillips County,30071,All patients,Adjusted Prevalence,"DR, any stage",2.12
"MT, Pondera",2021,MT,Pondera County,30073,All patients,Adjusted Prevalence,"DR, any stage",2.14
"MT, Powder River",2021,MT,Powder River County,30075,All patients,Adjusted Prevalence,"DR, any stage",2.2
"MT, Powell",2021,MT,Powell County,30077,All patients,Adjusted Prevalence,"DR, any stage",1.84
"MT, Prairie",2021,MT,Prairie County,30079,All patients,Adjusted Prevalence,"DR, any stage",2.02
"MT, Ravalli",2021,MT,Ravalli County,30081,All patients,Adjusted Prevalence,"DR, any stage",1.63
"MT, Richland",2021,MT,Richland County,30083,All patients,Adjusted Prevalence,"DR, any stage",2.55
"MT, Roosevelt",2021,MT,Roosevelt County,30085,All patients,Adjusted Prevalence,"DR, any stage",4.46
"MT, Rosebud",2021,MT,Rosebud County,30087,All patients,Adjusted Prevalence,"DR, any stage",2.26
"MT, Sanders",2021,MT,Sanders County,30089,All patients,Adjusted Prevalence,"DR, any stage",1.88
"MT, Sheridan",2021,MT,Sheridan County,30091,All patients,Adjusted Prevalence,"DR, any stage",3.02
"MT, Silver Bow",2021,MT,Silver Bow County,30093,All patients,Adjusted Prevalence,"DR, any stage",1.89
"MT, Stillwater",2021,MT,Stillwater County,30095,All patients,Adjusted Prevalence,"DR, any stage",1.71
"MT, Sweet Grass",2021,MT,Sweet Grass County,30097,All patients,Adjusted Prevalence,"DR, any stage",2.18
"MT, Teton",2021,MT,Teton County,30099,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MT, Toole",2021,MT,Toole County,30101,All patients,Adjusted Prevalence,"DR, any stage",2.49
"MT, Treasure",2021,MT,Treasure County,30103,All patients,Adjusted Prevalence,"DR, any stage",2.11
"MT, Valley",2021,MT,Valley County,30105,All patients,Adjusted Prevalence,"DR, any stage",3.13
"MT, Wheatland",2021,MT,Wheatland County,30107,All patients,Adjusted Prevalence,"DR, any stage",2.41
"MT, Wibaux",2021,MT,Wibaux County,30109,All patients,Adjusted Prevalence,"DR, any stage",2.45
"MT, Yellowstone",2021,MT,Yellowstone County,30111,All patients,Adjusted Prevalence,"DR, any stage",2.09
"NE, Adams",2021,NE,Adams County,31001,All patients,Adjusted Prevalence,"DR, any stage",1.64
"NE, Antelope",2021,NE,Antelope County,31003,All patients,Adjusted Prevalence,"DR, any stage",1.89
"NE, Arthur",2021,NE,Arthur County,31005,All patients,Adjusted Prevalence,"DR, any stage",2.18
"NE, Banner",2021,NE,Banner County,31007,All patients,Adjusted Prevalence,"DR, any stage",2.43
"NE, Blaine",2021,NE,Blaine County,31009,All patients,Adjusted Prevalence,"DR, any stage",2.28
"NE, Boone",2021,NE,Boone County,31011,All patients,Adjusted Prevalence,"DR, any stage",1.94
"NE, Box Butte",2021,NE,Box Butte County,31013,All patients,Adjusted Prevalence,"DR, any stage",3.16
"NE, Boyd",2021,NE,Boyd County,31015,All patients,Adjusted Prevalence,"DR, any stage",2.2
"NE, Brown",2021,NE,Brown County,31017,All patients,Adjusted Prevalence,"DR, any stage",2.37
"NE, Buffalo",2021,NE,Buffalo County,31019,All patients,Adjusted Prevalence,"DR, any stage",2.19
"NE, Burt",2021,NE,Burt County,31021,All patients,Adjusted Prevalence,"DR, any stage",1.63
"NE, Butler",2021,NE,Butler County,31023,All patients,Adjusted Prevalence,"DR, any stage",2.78
"NE, Cass",2021,NE,Cass County,31025,All patients,Adjusted Prevalence,"DR, any stage",2.58
"NE, Cedar",2021,NE,Cedar County,31027,All patients,Adjusted Prevalence,"DR, any stage",2.88
"NE, Chase",2021,NE,Chase County,31029,All patients,Adjusted Prevalence,"DR, any stage",2.34
"NE, Cherry",2021,NE,Cherry County,31031,All patients,Adjusted Prevalence,"DR, any stage",2.35
"NE, Cheyenne",2021,NE,Cheyenne County,31033,All patients,Adjusted Prevalence,"DR, any stage",3.35
"NE, Clay",2021,NE,Clay County,31035,All patients,Adjusted Prevalence,"DR, any stage",1.79
"NE, Colfax",2021,NE,Colfax County,31037,All patients,Adjusted Prevalence,"DR, any stage",2.58
"NE, Cuming",2021,NE,Cuming County,31039,All patients,Adjusted Prevalence,"DR, any stage",1.74
"NE, Custer",2021,NE,Custer County,31041,All patients,Adjusted Prevalence,"DR, any stage",2.31
"NE, Dakota",2021,NE,Dakota County,31043,All patients,Adjusted Prevalence,"DR, any stage",3.88
"NE, Dawes",2021,NE,Dawes County,31045,All patients,Adjusted Prevalence,"DR, any stage",2.22
"NE, Dawson",2021,NE,Dawson County,31047,All patients,Adjusted Prevalence,"DR, any stage",2.68
"NE, Deuel",2021,NE,Deuel County,31049,All patients,Adjusted Prevalence,"DR, any stage",2.35
"NE, Dixon",2021,NE,Dixon County,31051,All patients,Adjusted Prevalence,"DR, any stage",2.87
"NE, Dodge",2021,NE,Dodge County,31053,All patients,Adjusted Prevalence,"DR, any stage",2.38
"NE, Douglas",2021,NE,Douglas County,31055,All patients,Adjusted Prevalence,"DR, any stage",2.94
"NE, Dundy",2021,NE,Dundy County,31057,All patients,Adjusted Prevalence,"DR, any stage",1.99
"NE, Fillmore",2021,NE,Fillmore County,31059,All patients,Adjusted Prevalence,"DR, any stage",2.58
"NE, Franklin",2021,NE,Franklin County,31061,All patients,Adjusted Prevalence,"DR, any stage",1.71
"NE, Frontier",2021,NE,Frontier County,31063,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NE, Furnas",2021,NE,Furnas County,31065,All patients,Adjusted Prevalence,"DR, any stage",1.97
"NE, Gage",2021,NE,Gage County,31067,All patients,Adjusted Prevalence,"DR, any stage",2.05
"NE, Garden",2021,NE,Garden County,31069,All patients,Adjusted Prevalence,"DR, any stage",1.97
"NE, Garfield",2021,NE,Garfield County,31071,All patients,Adjusted Prevalence,"DR, any stage",2.71
"NE, Gosper",2021,NE,Gosper County,31073,All patients,Adjusted Prevalence,"DR, any stage",2.56
"NE, Grant",2021,NE,Grant County,31075,All patients,Adjusted Prevalence,"DR, any stage",2.41
"NE, Greeley",2021,NE,Greeley County,31077,All patients,Adjusted Prevalence,"DR, any stage",2.96
"NE, Hall",2021,NE,Hall County,31079,All patients,Adjusted Prevalence,"DR, any stage",2.76
"NE, Hamilton",2021,NE,Hamilton County,31081,All patients,Adjusted Prevalence,"DR, any stage",2.31
"NE, Harlan",2021,NE,Harlan County,31083,All patients,Adjusted Prevalence,"DR, any stage",2.73
"NE, Hayes",2021,NE,Hayes County,31085,All patients,Adjusted Prevalence,"DR, any stage",2.21
"NE, Hitchcock",2021,NE,Hitchcock County,31087,All patients,Adjusted Prevalence,"DR, any stage",2.25
"NE, Holt",2021,NE,Holt County,31089,All patients,Adjusted Prevalence,"DR, any stage",2.69
"NE, Hooker",2021,NE,Hooker County,31091,All patients,Adjusted Prevalence,"DR, any stage",1.76
"NE, Howard",2021,NE,Howard County,31093,All patients,Adjusted Prevalence,"DR, any stage",2.3
"NE, Jefferson",2021,NE,Jefferson County,31095,All patients,Adjusted Prevalence,"DR, any stage",2.98
