FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence,ToxPi Score,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related deaths!1!0x117733ff,Air pollution-related illnesses!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,ToxPi Score_socio,Name_socio,Source_socio,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff,ToxPi Score_env,Name3,Source_env,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff,ToxPi Score_infra,Name_infra,Source_infra,Transportation!1!0x88cceeff,Energy!1!0x44aa99ff,"Food, Water, and Waste Management!1!0x117733ff",Communications!1!0x332288ff,Financial Services!1!0xddcc77ff,Governance!1!0x999933ff
"MS, Adams",2021,MS,Adams County,28001,All patients,Adjusted Prevalence,"DR, any stage",3.92,0.585400889299922,"MS, Adams","+31.4862176,-091.3517814",0.932527052832591,1.0,0.312915129151292,0.632399745385105,0.0491625191306206,0.430453245019973,"MS, Adams","+31.4862176,-091.3517814",0.406960086373448,0.615108073021634,0.591842411052798,0.107902409632014,0.512993586610248,"MS, Adams","+31.4862176,-091.3517814",0.656758768257512,0.42766492690767,0.478297996925855,0.417802292883409,0.584443948076794,0.708049436332341,"MS, Adams","+31.4862176,-091.3517814",0.380894811638714,0.656542734262502,0.736718304320945,0.890351581313212,0.874223676073042,0.709565510385631
"MS, Alcorn",2021,MS,Alcorn County,28003,All patients,Adjusted Prevalence,"DR, any stage",3.73,0.674880231786977,"MS, Alcorn","+34.8866484,-088.5810139",0.835455124124761,1.0,0.705535055350554,0.802991725015913,0.0304192544436585,0.51831207478435,"MS, Alcorn","+34.8866484,-088.5810139",0.489558013091815,0.815337558502637,0.501381210417916,0.266971517125032,0.473967556165047,"MS, Alcorn","+34.8866484,-088.5810139",0.682435575402363,0.584291683217458,0.265108449020421,0.413367942894225,0.42463413029077,0.681485580399377,"MS, Alcorn","+34.8866484,-088.5810139",0.585524313777037,0.617215366767891,0.759268635872671,0.82886498635415,0.637444501728562,0.660595677895949
"MS, Amite",2021,MS,Amite County,28005,All patients,Adjusted Prevalence,"DR, any stage",3.94,0.64792533281152,"MS, Amite","+31.2039333,-090.7955421",0.884786760025462,1.0,0.369372693726937,0.726288987905793,0.259178222399407,0.607197116784687,"MS, Amite","+31.2039333,-090.7955421",0.694042177131342,0.835292623458245,0.796967554710126,0.102486111839035,0.32288404314629,"MS, Amite","+31.2039333,-090.7955421",0.212112754674853,0.469082935472394,0.303852441017884,0.336902444300238,0.29246964026608,0.700836160690106,"MS, Amite","+31.2039333,-090.7955421",0.474907585523391,0.826908253368713,0.750472846406508,0.824369882806229,0.803822837710641,0.524535558325153
"MS, Attala",2021,MS,Attala County,28007,All patients,Adjusted Prevalence,"DR, any stage",3.47,0.647927918644053,"MS, Attala","+33.0904703,-089.5886221",0.868236791852323,1.0,0.475645756457565,0.846594525779758,0.0491625191306206,0.510567793139707,"MS, Attala","+33.0904703,-089.5886221",0.644447946924062,0.620298475623204,0.540676157184034,0.236848592827528,0.336643401593448,"MS, Attala","+33.0904703,-089.5886221",0.298632430923807,0.464495842205398,0.335033059262693,0.31418991996539,0.270865755609952,0.707128345287023,"MS, Attala","+33.0904703,-089.5886221",0.324327897095113,0.916519362291587,0.873032797768204,0.848611334082517,0.569384577942251,0.710894102542469
"MS, Benton",2021,MS,Benton County,28009,All patients,Adjusted Prevalence,"DR, any stage",4.31,0.649466819024538,"MS, Benton","+34.8107726,-089.2000291",0.807765754296626,1.0,0.741512915129151,0.671228516868237,0.0268269088286731,0.561345319707817,"MS, Benton","+34.8107726,-089.2000291",0.585292116432687,0.77216038810615,0.604541948883535,0.283386825408897,0.448247571745265,"MS, Benton","+34.8107726,-089.2000291",0.807284398548702,0.502655723650856,0.216629663063898,0.430780878217608,0.283887195245258,0.70655312749485,"MS, Benton","+34.8107726,-089.2000291",0.372317731535706,0.897833323141119,0.720661982417437,0.972547760475197,0.815354009511379,0.460603957888265
"MS, Bolivar",2021,MS,Bolivar County,28011,All patients,Adjusted Prevalence,"DR, any stage",4.04,0.651173214875849,"MS, Bolivar","+33.7992780,-090.8844762",0.949077021005729,1.0,0.598892988929889,0.671865054105665,0.0360310103379585,0.530334322119701,"MS, Bolivar","+33.7992780,-090.8844762",0.455097129214741,0.763264336853505,0.798900093075672,0.104075729334884,0.536549070414248,"MS, Bolivar","+33.7992780,-090.8844762",0.626895525165132,0.509692270943225,0.393295435137971,0.527255029201817,0.625607091623097,0.730806383302129,"MS, Bolivar","+33.7992780,-090.8844762",0.204857635749435,0.895538709064576,0.768508076345058,0.947343072724354,0.949913247366608,0.618677558562745
"MS, Calhoun",2021,MS,Calhoun County,28013,All patients,Adjusted Prevalence,"DR, any stage",4.46,0.663727735903843,"MS, Calhoun","+33.9366339,-089.3371142",0.88542329726289,1.0,0.553690036900369,0.830362826225334,0.0491625191306206,0.534899474314249,"MS, Calhoun","+33.9366339,-089.3371142",0.549213074098156,0.698409002067081,0.71681322535816,0.175162595733599,0.28718710719067,"MS, Calhoun","+33.9366339,-089.3371142",0.14615313052377,0.504703211684922,0.129138507331593,0.303158122431322,0.352782563981744,0.648868556585911,"MS, Calhoun","+33.9366339,-089.3371142",0.506317924190263,0.895538709064576,0.406924511029142,0.825814737518061,0.642213031420597,0.616402426292828
"MS, Carroll",2021,MS,Carroll County,28015,All patients,Adjusted Prevalence,"DR, any stage",3.54,0.645401057129791,"MS, Carroll","+33.4407948,-089.9188870",0.872692552514322,1.0,0.536715867158672,0.771801400381922,0.0457954655940405,0.531016293766081,"MS, Carroll","+33.4407948,-089.9188870",0.530852408724299,0.802500022815458,0.698592149340147,0.0921205941844181,0.367213502797556,"MS, Carroll","+33.4407948,-089.9188870",0.77211833658945,0.373960606950304,0.177910069046283,0.219987021414666,0.292091479987075,0.671359322073798,"MS, Carroll","+33.4407948,-089.9188870",0.389650801269557,0.748896986544184,0.869173306192598,0.6951356558035,0.906736378518732,0.418562804114219
"MS, Chickasaw",2021,MS,Chickasaw County,28017,All patients,Adjusted Prevalence,"DR, any stage",3.02,0.662961096092314,"MS, Chickasaw","+33.9216539,-088.9458075",0.798854232972629,1.0,0.568634686346864,0.898154042011458,0.0491625191306206,0.581658090600034,"MS, Chickasaw","+33.9216539,-088.9458075",0.477021804619467,0.824417065049913,0.755832095214915,0.269361397515842,0.437374304322186,"MS, Chickasaw","+33.9216539,-088.9458075",0.420411201041957,0.633826253956888,0.363651889623539,0.355396928401471,0.413585248587077,0.71117789122614,"MS, Chickasaw","+33.9216539,-088.9458075",0.369416397333705,0.808106151863272,0.507171946830944,0.925991330871729,0.921648871373822,0.734732649083369
"MS, Choctaw",2021,MS,Choctaw County,28019,All patients,Adjusted Prevalence,"DR, any stage",2.68,0.619306761649543,"MS, Choctaw","+33.3459637,-089.2513319",0.754614894971356,1.0,0.499630996309963,0.793125397835773,0.0491625191306206,0.541744203529428,"MS, Choctaw","+33.3459637,-089.2513319",0.516446018849745,0.681928959508646,0.728408455551441,0.24019338020788,0.373284802871901,"MS, Choctaw","+33.3459637,-089.2513319",0.40808447297423,0.539349016013251,0.312928489521068,0.310945273631841,0.295116762219115,0.623510277760924,"MS, Choctaw","+33.3459637,-089.2513319",0.466176886674318,0.894145960804914,0.294633175211783,0.948466848611334,0.537045276576271,0.600593518686922
"MS, Claiborne",2021,MS,Claiborne County,28021,All patients,Adjusted Prevalence,"DR, any stage",4.22,0.575433611555839,"MS, Claiborne","+31.9728096,-090.9154239",0.809357097390197,1.0,0.383210332103321,0.645767027371101,0.0388336009145751,0.505124907801162,"MS, Claiborne","+31.9728096,-090.9154239",0.48119654172302,0.851536316885416,0.591658359779889,0.0961084128163221,0.287239722761967,"MS, Claiborne","+31.9728096,-090.9154239",0.334589264117592,0.317831686857836,0.175201893283236,0.339390006489293,0.269185763061879,0.635689853240968,"MS, Claiborne","+31.9728096,-090.9154239",0.5916197220377,0.653544081572588,0.486624849270506,0.859688553539894,0.662761059366273,0.559900853658847
"MS, Clarke",2021,MS,Clarke County,28023,All patients,Adjusted Prevalence,"DR, any stage",4.72,0.663167255439285,"MS, Clarke","+32.0484478,-088.6859638",0.844048376830045,1.0,0.432287822878229,0.92870782940802,0.110792248080131,0.565923294597373,"MS, Clarke","+32.0484478,-088.6859638",0.569760222189853,0.801011599378811,0.806538220901405,0.0863831359194244,0.408426212106664,"MS, Clarke","+32.0484478,-088.6859638",0.643362173225416,0.458451189272363,0.259960475272647,0.328141899199654,0.352215323563236,0.736655582462591,"MS, Clarke","+32.0484478,-088.6859638",0.608159392615491,0.826908253368713,0.665760000285788,0.962433777492374,0.826538379152696,0.530133691860486
"MS, Clay",2021,MS,Clay County,28025,All patients,Adjusted Prevalence,"DR, any stage",3.96,0.657006315281964,"MS, Clay","+33.6617336,-088.7833258",0.836728198599618,1.0,0.587638376383764,0.824633991088479,0.0360310103379585,0.587303836868413,"MS, Clay","+33.6617336,-088.7833258",0.522533285134954,0.878940933060967,0.858164602952442,0.0895765263252905,0.49917871045918,"MS, Clay","+33.6617336,-088.7833258",0.527537445343753,0.671450409901529,0.520921267719033,0.426346528228423,0.34963790110316,0.661412281500754,"MS, Clay","+33.6617336,-088.7833258",0.588951879477706,0.813852204240947,0.546607298858577,0.860812329426874,0.807464260384558,0.350785716615864
"MS, Coahoma",2021,MS,Coahoma County,28027,All patients,Adjusted Prevalence,"DR, any stage",4.2,0.645210011895633,"MS, Coahoma","+34.2286699,-090.6031650",0.923933800127307,1.0,0.625092250922509,0.640992998090388,0.0360310103379585,0.518353278335105,"MS, Coahoma","+34.2286699,-090.6031650",0.460533411896186,0.682103440723159,0.697119739156873,0.233656521564201,0.573614212407211,"MS, Coahoma","+34.2286699,-090.6031650",0.674202251372221,0.528038733850295,0.474906677727084,0.469824789097988,0.721098609988469,0.673783478412204,"MS, Coahoma","+34.2286699,-090.6031650",0.26054054186732,0.823047179466579,0.705371502856727,0.854069674104993,0.76342038613813,0.636251586039477
"MS, Copiah",2021,MS,Copiah County,28029,All patients,Adjusted Prevalence,"DR, any stage",3.79,0.631934751270542,"MS, Copiah","+31.8669151,-090.4487578",0.896880967536601,1.0,0.463837638376384,0.740929344366646,0.0580258060730812,0.511577163765201,"MS, Copiah","+31.8669151,-090.4487578",0.437719350573764,0.835830098608409,0.699604431341147,0.0731547745374845,0.442567733657751,"MS, Copiah","+31.8669151,-090.4487578",0.672062517443483,0.449527840953569,0.399931685656428,0.361129136924075,0.330187487311198,0.778603284753631,"MS, Copiah","+31.8669151,-090.4487578",0.595255013440651,0.895538709064576,0.610121094780305,0.936747471504254,0.894511602399152,0.739445817332849
"MS, Covington",2021,MS,Covington County,28031,All patients,Adjusted Prevalence,"DR, any stage",3.71,0.652407356744088,"MS, Covington","+31.6333310,-089.5488968",0.874920432845322,1.0,0.428413284132841,0.893380012730745,0.0653230540115336,0.601115632105409,"MS, Covington","+31.6333310,-089.5488968",0.476298287717051,0.960581999516312,0.799912375076673,0.167669866111599,0.464013010576577,"MS, Covington","+31.6333310,-089.5488968",0.835891710856824,0.445426112177581,0.204772244858126,0.435647847717932,0.398327137272422,0.770979145814389,"MS, Covington","+31.6333310,-089.5488968",0.60810558104226,0.885414651159131,0.762188771291697,0.975919088136137,0.868588140982455,0.525658642274651
"MS, De Soto",2021,MS,DeSoto County,28033,All patients,Adjusted Prevalence,"DR, any stage",2.3,0.617815279151455,"MS, DeSoto","+34.8742660,-089.9932400",0.788351368555061,1.0,0.624538745387454,0.645767027371101,0.0304192544436585,0.479521133284526,"MS, DeSoto","+34.8742660,-089.9932400",0.308023318706526,0.749225852499586,0.662886202395758,0.197949159536236,0.666702761005728,"MS, DeSoto","+34.8742660,-089.9932400",0.535212577914225,0.794188558651115,0.604411154756386,0.784771793207874,0.614929720499041,0.477731440656017,"MS, DeSoto","+34.8742660,-089.9932400",0.641641778711757,0.455145135171948,0.410442503603601,0.329587413710066,0.724578544283012,0.304993268455721
"MS, Forrest",2021,MS,Forrest County,28035,All patients,Adjusted Prevalence,"DR, any stage",4.49,0.654660533073953,"MS, Forrest","+31.1885802,-089.2594467",0.855506047103756,1.0,0.432287822878229,0.936346276257161,0.0491625191306206,0.529129210648413,"MS, Forrest","+31.1885802,-089.2594467",0.595361202159516,0.65380518108629,0.740003685744722,0.127346773603126,0.547841768175151,"MS, Forrest","+31.1885802,-089.2594467",0.447018327286259,0.648330111880538,0.631736892185327,0.529093662124162,0.48302984739947,0.611613343396418,"MS, Forrest","+31.1885802,-089.2594467",0.650527424859468,0.364221376156348,0.602839808729939,0.570878150585969,0.772090440123647,0.709122859923139
"MS, Franklin",2021,MS,Franklin County,28037,All patients,Adjusted Prevalence,"DR, any stage",3.27,0.617692113632355,"MS, Franklin","+31.4777975,-090.8958836",0.857097390197327,1.0,0.366236162361624,0.687778485041375,0.177348530561451,0.572022026733576,"MS, Franklin","+31.4777975,-090.8958836",0.722640026077804,0.730723847020834,0.742120275383178,0.0926039584524895,0.397921045247453,"MS, Franklin","+31.4777975,-090.8958836",0.761326635035817,0.413653925817271,0.198331178178447,0.350854423534501,0.265439063671228,0.669662541224007,"MS, Franklin","+31.4777975,-090.8958836",0.495480539436575,0.826908253368713,0.532773144552572,0.831112538128111,0.803736137170785,0.527964634687287
"MS, George",2021,MS,George County,28039,All patients,Adjusted Prevalence,"DR, any stage",2.21,0.679493953329549,"MS, George","+30.8554305,-088.6422679",0.870782940802037,1.0,0.372509225092251,0.877148313176321,0.277029287577138,0.560233954070426,"MS, George","+30.8554305,-088.6422679",0.582666774238287,0.806147473035931,0.715524866447795,0.13659670255969,0.356998012313268,"MS, George","+30.8554305,-088.6422679",0.551679225974509,0.374828183859087,0.168663234684168,0.493943326844041,0.195876090204535,0.611175075902183,"MS, George","+30.8554305,-088.6422679",0.439040782004939,0.782492608578792,0.40334987129783,0.787445817948306,0.737930427420709,0.516790948162524
"MS, Greene",2021,MS,Greene County,28041,All patients,Adjusted Prevalence,"DR, any stage",3.49,0.656057164655684,"MS, Greene","+31.2128455,-088.6348108",0.783259070655633,1.0,0.380811808118081,0.848504137492043,0.267710807012662,0.605665930649685,"MS, Greene","+31.2128455,-088.6348108",0.700537429463258,0.8211391111706,0.764390479405194,0.13659670255969,0.339931661702871,"MS, Greene","+31.2128455,-088.6348108",0.352125779142246,0.343548137596642,0.236123648961866,0.435107073329007,0.332753669484592,0.669207171981746,"MS, Greene","+31.2128455,-088.6348108",0.39031563999864,0.812841141331672,0.464606286524552,0.669770428640231,0.950520151145595,0.727189384249784
"MS, Grenada",2021,MS,Grenada County,28043,All patients,Adjusted Prevalence,"DR, any stage",2.94,0.658412156713678,"MS, Grenada","+33.7700310,-089.8027404",0.886378103119032,1.0,0.571033210332104,0.785486950986633,0.0491625191306206,0.481706525875659,"MS, Grenada","+33.7700310,-089.8027404",0.450026484800556,0.716922035017165,0.556504566654227,0.203373017030688,0.441033750990104,"MS, Grenada","+33.7700310,-089.8027404",0.645362359289236,0.595247616658584,0.307268158196501,0.271793207873675,0.385497412932521,0.629194239528643,"MS, Grenada","+33.7700310,-089.8027404",0.611853956362473,0.555262882265247,0.493811723392784,0.923422700272917,0.886795254352042,0.304018920526396
"MS, Hancock",2021,MS,Hancock County,28045,All patients,Adjusted Prevalence,"DR, any stage",3.48,0.659931750084657,"MS, Hancock","+30.3914372,-089.4798501",0.822724379376193,1.0,0.369926199261993,0.840865690642903,0.266142481142196,0.564878377232657,"MS, Hancock","+30.3914372,-089.4798501",0.858063712060261,0.658823935392707,0.545461490279674,0.197164371197984,0.446044459275186,"MS, Hancock","+30.3914372,-089.4798501",0.413805935435854,0.303392183252949,0.415375606899749,0.477395630542938,0.620252940244439,0.663257985164018,"MS, Hancock","+30.3914372,-089.4798501",0.837506568418892,0.619906247458819,0.645359709020737,0.493177074971906,0.777812675754088,0.605785635359665
"MS, Harrison",2021,MS,Harrison County,28047,All patients,Adjusted Prevalence,"DR, any stage",2.89,0.671198113286916,"MS, Harrison","+30.4165357,-089.0833762",0.880649267982177,1.0,0.387453874538745,0.859007001909612,0.228880422004043,0.50492743081256,"MS, Harrison","+30.4165357,-089.0833762",0.853010540576518,0.616721220961626,0.504234005148008,0.0457439565640863,0.610169216000028,"MS, Harrison","+30.4165357,-089.0833762",0.613498930133036,0.486551804094902,0.661160855881133,0.727990482370755,0.561644007520314,0.619882917569558,"MS, Harrison","+30.4165357,-089.0833762",0.572678936026572,0.389650621573996,0.658510695212865,0.572162465885375,0.868154638283179,0.658140148435363
"MS, Hinds",2021,MS,Hinds County,28049,All patients,Adjusted Prevalence,"DR, any stage",4.03,0.610858106730135,"MS, Hinds","+32.2679235,-090.4658999",0.799172501591343,1.0,0.483948339483395,0.732336091661362,0.0388336009145751,0.475686438533277,"MS, Hinds","+32.2679235,-090.4658999",0.455473251240265,0.688380695688943,0.668683817492398,0.0902079897115,0.612959864031439,"MS, Hinds","+32.2679235,-090.4658999",0.485533538003535,0.766092969698929,0.710176397394296,0.582738481505516,0.520257933554919,0.714017211480985,"MS, Hinds","+32.2679235,-090.4658999",0.522191182294522,0.498271078213075,0.837948389676983,0.833520629314497,0.878992205765076,0.713179783621755
"MS, Holmes",2021,MS,Holmes County,28051,All patients,Adjusted Prevalence,"DR, any stage",5.35,0.653662506990424,"MS, Holmes","+33.1259415,-090.0911968",0.941120305537874,1.0,0.551660516605166,0.732654360280076,0.0428773525290045,0.551190121258695,"MS, Holmes","+33.1259415,-090.0911968",0.656779378154917,0.810504959320038,0.65635238220748,0.0811237653523458,0.352680304787835,"MS, Holmes","+33.1259415,-090.0911968",0.476230347009024,0.458073031915795,0.207626808500256,0.300346095608912,0.321125240905189,0.747456572811347,"MS, Holmes","+33.1259415,-090.0911968",0.39081301762804,0.930173644004259,0.680287954679553,0.940921496227324,0.906996480138297,0.635546844190609
"MS, Humphreys",2021,MS,Humphreys County,28053,All patients,Adjusted Prevalence,"DR, any stage",6.41,0.624800443636997,"MS, Humphreys","+33.1329783,-090.5239110",0.965626989178867,1.0,0.509040590405904,0.613303628262253,0.0360310103379585,0.546712500206613,"MS, Humphreys","+33.1329783,-090.5239110",0.539854902750685,0.775869706243374,0.770556197047652,0.10056919478474,0.465097914556616,"MS, Humphreys","+33.1329783,-090.5239110",0.663550097683506,0.389772278588706,0.21884987923,0.488643737832576,0.564673579448293,0.688725434898731,"MS, Humphreys","+33.1329783,-090.5239110",0.279898318218195,0.895538709064576,0.748525323958371,0.977203403435543,0.680968172735859,0.550218681979843
"MS, Issaquena",2021,MS,Issaquena County,28055,All patients,Adjusted Prevalence,"DR, any stage",4.62,0.618336950182871,"MS, Issaquena","+32.7549765,-090.9885518",0.803309993634628,1.0,0.491143911439114,0.759070655633355,0.0381601902072591,0.516952722019775,"MS, Issaquena","+32.7549765,-090.9885518",0.62386043223558,0.635708130972897,0.775249504506838,0.032992820363786,0.44253471091064,"MS, Issaquena","+32.7549765,-090.9885518",0.584798585914969,0.346052696322115,0.250103691414351,0.535258490157906,0.496460090743857,0.688979100736441,"MS, Issaquena","+32.7549765,-090.9885518",0.403162036392546,0.921648121557568,0.797526050249771,0.851822122331032,0.567823968224858,0.591892305662869
"MS, Itawamba",2021,MS,Itawamba County,28057,All patients,Adjusted Prevalence,"DR, any stage",2.55,0.663668395673642,"MS, Itawamba","+34.2810747,-088.3631269",0.854869509866327,1.0,0.580627306273063,0.840865690642903,0.0419794715859165,0.492452412957875,"MS, Itawamba","+34.2810747,-088.3631269",0.353153669206976,0.770191794344504,0.584112257590611,0.26235193068941,0.393987880223486,"MS, Itawamba","+34.2810747,-088.3631269",0.545911247557912,0.49094488730038,0.20330836606729,0.352801211334631,0.376973688857218,0.660686699889469,"MS, Itawamba","+34.2810747,-088.3631269",0.559222266057169,0.826908253368713,0.594625120428368,0.737357521271472,0.709579350888067,0.536427687323025
"MS, Jackson",2021,MS,Jackson County,28059,All patients,Adjusted Prevalence,"DR, any stage",2.39,0.636317808090499,"MS, Jackson","+30.4584911,-088.6199906",0.785805219605347,1.0,0.37619926199262,0.761298535964354,0.258286022890175,0.550254719006243,"MS, Jackson","+30.4584911,-088.6199906",0.856829435260429,0.699910430314747,0.509755543335285,0.134523467114512,0.626999703429582,"MS, Jackson","+30.4584911,-088.6199906",0.659782305330729,0.632196044806654,0.671066435699124,0.67975340687865,0.492200324432753,0.636234227163181,"MS, Jackson","+30.4584911,-088.6199906",0.613492159596631,0.617372633292367,0.545709790151203,0.666880719216568,0.828359090489655,0.545590970232663
"MS, Jasper",2021,MS,Jasper County,28061,All patients,Adjusted Prevalence,"DR, any stage",4.24,0.626434147339069,"MS, Jasper","+32.0169894,-089.1194302",0.784213876511776,1.0,0.426568265682657,0.874920432845322,0.0464681616555884,0.545730591296451,"MS, Jasper","+32.0169894,-089.1194302",0.4953747929105,0.803696940751298,0.803685426171312,0.0801652053526948,0.366399689286816,"MS, Jasper","+32.0169894,-089.1194302",0.452181598288213,0.41940749924022,0.263961743967599,0.354856154012546,0.3415914509255,0.672784980426139,"MS, Jasper","+32.0169894,-089.1194302",0.384161236437311,0.885414651159131,0.684290935374695,0.982822282870445,0.559500716398761,0.540520060316491
"MS, Jefferson",2021,MS,Jefferson County,28063,All patients,Adjusted Prevalence,"DR, any stage",4.7,0.580809902896777,"MS, Jefferson","+31.7336333,-091.0438779",0.793443666454488,1.0,0.394649446494465,0.648949713558243,0.0670066879766888,0.505972427776836,"MS, Jefferson","+31.7336333,-091.0438779",0.550545226824888,0.78106845549997,0.596167615966165,0.0961084128163221,0.324639348881178,"MS, Jefferson","+31.7336333,-091.0438779",0.389571122895153,0.269797218773708,0.188352404420914,0.337118754055808,0.438357244260307,0.73401288133496,"MS, Jefferson","+31.7336333,-091.0438779",0.474199946583985,0.928894815637256,0.585842259442447,0.950232782148017,0.735676213384474,0.729231270813581
"MS, Jefferson Davis",2021,MS,Jefferson Davis County,28065,All patients,Adjusted Prevalence,"DR, any stage",4.85,0.625973592076618,"MS, Jefferson Davis","+31.5647338,-089.8266262",0.866327180140038,1.0,0.430442804428044,0.765754296626353,0.0673436791886541,0.557285730308735,"MS, Jefferson Davis","+31.5647338,-089.8266262",0.637444961501578,0.663955436087058,0.754175633758732,0.17356688988757,0.337807338304139,"MS, Jefferson Davis","+31.5647338,-089.8266262",0.339054795794958,0.383247521872958,0.216922438822066,0.414341336794289,0.335470598236424,0.735983990102346,"MS, Jefferson Davis","+31.5647338,-089.8266262",0.472103684885158,0.962274563173392,0.602224259969963,0.937389629153957,0.87318326959478,0.568728533836824
"MS, Jones",2021,MS,Jones County,28067,All patients,Adjusted Prevalence,"DR, any stage",3.44,0.642297606467832,"MS, Jones","+31.6210444,-089.1672620",0.860280076384468,1.0,0.424538745387454,0.882558879694462,0.0441103308727722,0.569028085212831,"MS, Jones","+31.6210444,-089.1672620",0.586211495254606,0.797251326718879,0.780126863238932,0.112522655638906,0.52041056635553,"MS, Jones","+31.6210444,-089.1672620",0.479951623406829,0.575902216915066,0.577061019347598,0.469932943975773,0.499205028132385,0.72381195565146,"MS, Jones","+31.6210444,-089.1672620",0.466744146312743,0.749066650346898,0.669346632883641,0.974795312249157,0.765154396935233,0.717764595181089
"MS, Kemper",2021,MS,Kemper County,28069,All patients,Adjusted Prevalence,"DR, any stage",4.77,0.633115662529206,"MS, Kemper","+32.7501361,-088.6256306",0.821451304901337,1.0,0.497416974169742,0.802036919159771,0.0446731144151805,0.512280585951549,"MS, Kemper","+32.7501361,-088.6256306",0.464250413255017,0.815581113516029,0.692150354788324,0.0771404622468255,0.482867140529868,"MS, Kemper","+32.7501361,-088.6256306",0.646246162433715,0.500220373010615,0.364676604777124,0.340038935756003,0.563153626671882,0.75058658317084,"MS, Kemper","+32.7501361,-088.6256306",0.435468332256063,0.933026849720485,0.748845814179124,0.899662867233906,0.861478696714331,0.625036938921131
"MS, Lafayette",2021,MS,Lafayette County,28071,All patients,Adjusted Prevalence,"DR, any stage",2.76,0.651441897212671,"MS, Lafayette","+34.3492982,-089.4859026",0.746976448122215,1.0,0.665682656826568,0.81413112667091,0.0304192544436585,0.482842306807309,"MS, Lafayette","+34.3492982,-089.4859026",0.537414663553263,0.659111448188377,0.538007413726851,0.196835701760746,0.413364721084456,"MS, Lafayette","+34.3492982,-089.4859026",0.528793376128012,0.561246443910263,0.225486129748457,0.301211334631192,0.450086321004355,0.624940958679284,"MS, Lafayette","+34.3492982,-089.4859026",0.542739424837906,0.442535043454783,0.770967889822811,0.39894043987799,0.958756702431836,0.635706251650379
"MS, Lamar",2021,MS,Lamar County,28073,All patients,Adjusted Prevalence,"DR, any stage",2.83,0.619475983120576,"MS, Lamar","+31.1971349,-089.5149516",0.729789942711649,1.0,0.396678966789668,0.84373010821133,0.127180897890233,0.503695055322365,"MS, Lamar","+31.1971349,-089.5149516",0.587267823328192,0.708149890713957,0.586596949774885,0.132765557472428,0.439743069781582,"MS, Lamar","+31.1971349,-089.5149516",0.389803702670016,0.458972611161436,0.399956083636275,0.484209387843392,0.465773563596792,0.525562150558814,"MS, Lamar","+31.1971349,-089.5149516",0.861669405946517,0.123475956445648,0.364818662329275,0.508749397977203,0.750762107319274,0.543897373334968
"MS, Lauderdale",2021,MS,Lauderdale County,28075,All patients,Adjusted Prevalence,"DR, any stage",4.46,0.646572906237498,"MS, Lauderdale","+32.4039981,-088.6604488",0.863144493952896,1.0,0.443173431734317,0.890515595162317,0.0360310103379585,0.481250280261555,"MS, Lauderdale","+32.4039981,-088.6604488",0.502205497990471,0.653743408233947,0.671352560949582,0.0976996538722186,0.485720173439193,"MS, Lauderdale","+32.4039981,-088.6604488",0.369336682482091,0.717489805054187,0.510308146485471,0.421804023361454,0.40966220981276,0.724749030311884,"MS, Lauderdale","+32.4039981,-088.6604488",0.628938457867176,0.571065431300702,0.819567578059314,0.763846524321721,0.786309328659895,0.778766861662498
"MS, Lawrence",2021,MS,Lawrence County,28077,All patients,Adjusted Prevalence,"DR, any stage",3.24,0.62723849059044,"MS, Lawrence","+31.5500087,-090.1075299",0.861234882240611,1.0,0.420479704797048,0.809357097390197,0.0451207685243419,0.597802541485386,"MS, Lawrence","+31.5500087,-090.1075299",0.705348704046981,0.912211289392789,0.681843483505408,0.0918066889963674,0.387815952631962,"MS, Lawrence","+31.5500087,-090.1075299",0.395990324681366,0.424507675152469,0.378461463390831,0.395630542937487,0.344489756997658,0.679541561464118,"MS, Lawrence","+31.5500087,-090.1075299",0.561075410497964,0.558804213383732,0.615880647672631,0.972868839300048,0.837722748794014,0.530897509136321
"MS, Leake",2021,MS,Leake County,28079,All patients,Adjusted Prevalence,"DR, any stage",4.37,0.653904067516871,"MS, Leake","+32.7532680,-089.5225675",0.91884150222788,1.0,0.449077490774908,0.856142584341184,0.0454587602403825,0.508587633228445,"MS, Leake","+32.7532680,-089.5225675",0.503391070716473,0.71937306163672,0.76632301777074,0.0452633827898475,0.376400461784811,"MS, Leake","+32.7532680,-089.5225675",0.554563215182808,0.439426357019691,0.225534925708151,0.330196841877569,0.332280969135836,0.797288289892159,"MS, Leake","+32.7532680,-089.5225675",0.545711977306609,0.826908253368713,0.871393602562697,0.925830791459303,0.803822837710641,0.81006227694499
